Country/Region,Lat,Long,Date,Deaths
Afghanistan,33.93911,67.709953,5/16/20,15
Afghanistan,33.93911,67.709953,5/17/20,1
Afghanistan,33.93911,67.709953,5/18/20,4
Afghanistan,33.93911,67.709953,5/19/20,5
Afghanistan,33.93911,67.709953,5/20/20,9
Afghanistan,33.93911,67.709953,5/21/20,6
Afghanistan,33.93911,67.709953,5/22/20,12
Afghanistan,33.93911,67.709953,5/23/20,11
Afghanistan,33.93911,67.709953,5/24/20,2
Afghanistan,33.93911,67.709953,5/25/20,1
Afghanistan,33.93911,67.709953,5/26/20,1
Afghanistan,33.93911,67.709953,5/27/20,7
Afghanistan,33.93911,67.709953,5/28/20,8
Afghanistan,33.93911,67.709953,5/29/20,11
Afghanistan,33.93911,67.709953,5/30/20,3
Afghanistan,33.93911,67.709953,5/31/20,8
Afghanistan,33.93911,67.709953,6/1/20,8
Afghanistan,33.93911,67.709953,6/2/20,5
Afghanistan,33.93911,67.709953,6/3/20,24
Afghanistan,33.93911,67.709953,6/4/20,6
Afghanistan,33.93911,67.709953,6/5/20,9
Afghanistan,33.93911,67.709953,6/6/20,18
Afghanistan,33.93911,67.709953,6/7/20,30
Afghanistan,33.93911,67.709953,6/8/20,12
Afghanistan,33.93911,67.709953,6/9/20,15
Afghanistan,33.93911,67.709953,6/10/20,21
Afghanistan,33.93911,67.709953,6/11/20,21
Afghanistan,33.93911,67.709953,6/12/20,20
Afghanistan,33.93911,67.709953,6/13/20,5
Afghanistan,33.93911,67.709953,6/14/20,20
Afghanistan,33.93911,67.709953,6/15/20,7
Afghanistan,33.93911,67.709953,6/16/20,13
Afghanistan,33.93911,67.709953,6/17/20,13
Afghanistan,33.93911,67.709953,6/18/20,42
Afghanistan,33.93911,67.709953,6/19/20,2
Afghanistan,33.93911,67.709953,6/20/20,21
Afghanistan,33.93911,67.709953,6/21/20,12
Afghanistan,33.93911,67.709953,6/22/20,17
Afghanistan,33.93911,67.709953,6/23/20,20
Afghanistan,33.93911,67.709953,6/24/20,21
Afghanistan,33.93911,67.709953,6/25/20,36
Afghanistan,33.93911,67.709953,6/26/20,8
Afghanistan,33.93911,67.709953,6/27/20,20
Afghanistan,33.93911,67.709953,6/28/20,18
Afghanistan,33.93911,67.709953,6/29/20,12
Afghanistan,33.93911,67.709953,6/30/20,13
Afghanistan,33.93911,67.709953,7/1/20,28
Afghanistan,33.93911,67.709953,7/2/20,33
Afghanistan,33.93911,67.709953,7/3/20,12
Afghanistan,33.93911,67.709953,7/4/20,7
Afghanistan,33.93911,67.709953,7/5/20,38
Afghanistan,33.93911,67.709953,7/6/20,34
Afghanistan,33.93911,67.709953,7/7/20,22
Afghanistan,33.93911,67.709953,7/8/20,16
Afghanistan,33.93911,67.709953,7/9/20,21
Afghanistan,33.93911,67.709953,7/10/20,14
Afghanistan,33.93911,67.709953,7/11/20,23
Afghanistan,33.93911,67.709953,7/12/20,16
Afghanistan,33.93911,67.709953,7/13/20,2
Afghanistan,33.93911,67.709953,7/14/20,36
Afghanistan,33.93911,67.709953,7/15/20,46
Afghanistan,33.93911,67.709953,7/16/20,19
Afghanistan,33.93911,67.709953,7/17/20,34
Afghanistan,33.93911,67.709953,7/18/20,17
Afghanistan,33.93911,67.709953,7/19/20,17
Afghanistan,33.93911,67.709953,7/20/20,4
Afghanistan,33.93911,67.709953,7/21/20,1
Afghanistan,33.93911,67.709953,7/22/20,4
Afghanistan,33.93911,67.709953,7/23/20,21
Afghanistan,33.93911,67.709953,7/24/20,14
Afghanistan,33.93911,67.709953,7/25/20,23
Afghanistan,33.93911,67.709953,7/26/20,11
Afghanistan,33.93911,67.709953,7/27/20,10
Afghanistan,33.93911,67.709953,7/28/20,1
Afghanistan,33.93911,67.709953,7/29/20,1
Afghanistan,33.93911,67.709953,7/30/20,0
Afghanistan,33.93911,67.709953,7/31/20,1
Afghanistan,33.93911,67.709953,8/1/20,11
Afghanistan,33.93911,67.709953,8/2/20,1
Afghanistan,33.93911,67.709953,8/3/20,4
Afghanistan,33.93911,67.709953,8/4/20,0
Afghanistan,33.93911,67.709953,8/5/20,6
Afghanistan,33.93911,67.709953,8/6/20,4
Afghanistan,33.93911,67.709953,8/7/20,9
Afghanistan,33.93911,67.709953,8/8/20,5
Afghanistan,33.93911,67.709953,8/9/20,0
Afghanistan,33.93911,67.709953,8/10/20,16
Afghanistan,33.93911,67.709953,8/11/20,16
Afghanistan,33.93911,67.709953,8/12/20,10
Afghanistan,33.93911,67.709953,8/13/20,9
Afghanistan,33.93911,67.709953,8/14/20,0
Afghanistan,33.93911,67.709953,8/15/20,7
Afghanistan,33.93911,67.709953,8/16/20,5
Afghanistan,33.93911,67.709953,8/17/20,0
Afghanistan,33.93911,67.709953,8/18/20,0
Albania,41.1533,20.1683,1/22/20,0.0
Albania,41.1533,20.1683,1/23/20,0
Albania,41.1533,20.1683,1/24/20,0
Albania,41.1533,20.1683,1/25/20,0
Albania,41.1533,20.1683,1/26/20,0
Albania,41.1533,20.1683,1/27/20,0
Albania,41.1533,20.1683,1/28/20,0
Albania,41.1533,20.1683,1/29/20,0
Albania,41.1533,20.1683,1/30/20,0
Albania,41.1533,20.1683,1/31/20,0
Albania,41.1533,20.1683,2/1/20,0
Albania,41.1533,20.1683,2/2/20,0
Albania,41.1533,20.1683,2/3/20,0
Albania,41.1533,20.1683,2/4/20,0
Albania,41.1533,20.1683,2/5/20,0
Albania,41.1533,20.1683,2/6/20,0
Albania,41.1533,20.1683,2/7/20,0
Albania,41.1533,20.1683,2/8/20,0
Albania,41.1533,20.1683,2/9/20,0
Albania,41.1533,20.1683,2/10/20,0
Albania,41.1533,20.1683,2/11/20,0
Albania,41.1533,20.1683,2/12/20,0
Albania,41.1533,20.1683,2/13/20,0
Albania,41.1533,20.1683,2/14/20,0
Albania,41.1533,20.1683,2/15/20,0
Albania,41.1533,20.1683,2/16/20,0
Albania,41.1533,20.1683,2/17/20,0
Albania,41.1533,20.1683,2/18/20,0
Albania,41.1533,20.1683,2/19/20,0
Albania,41.1533,20.1683,2/20/20,0
Albania,41.1533,20.1683,2/21/20,0
Albania,41.1533,20.1683,2/22/20,0
Albania,41.1533,20.1683,2/23/20,0
Albania,41.1533,20.1683,2/24/20,0
Albania,41.1533,20.1683,2/25/20,0
Albania,41.1533,20.1683,2/26/20,0
Albania,41.1533,20.1683,2/27/20,0
Albania,41.1533,20.1683,2/28/20,0
Albania,41.1533,20.1683,2/29/20,0
Albania,41.1533,20.1683,3/1/20,0
Albania,41.1533,20.1683,3/2/20,0
Albania,41.1533,20.1683,3/3/20,0
Albania,41.1533,20.1683,3/4/20,0
Albania,41.1533,20.1683,3/5/20,0
Albania,41.1533,20.1683,3/6/20,0
Albania,41.1533,20.1683,3/7/20,0
Albania,41.1533,20.1683,3/8/20,0
Albania,41.1533,20.1683,3/9/20,0
Albania,41.1533,20.1683,3/10/20,0
Albania,41.1533,20.1683,3/11/20,1
Albania,41.1533,20.1683,3/12/20,0
Albania,41.1533,20.1683,3/13/20,0
Albania,41.1533,20.1683,3/14/20,0
Albania,41.1533,20.1683,3/15/20,0
Albania,41.1533,20.1683,3/16/20,0
Albania,41.1533,20.1683,3/17/20,0
Albania,41.1533,20.1683,3/18/20,1
Albania,41.1533,20.1683,3/19/20,0
Albania,41.1533,20.1683,3/20/20,0
Albania,41.1533,20.1683,3/21/20,0
Albania,41.1533,20.1683,3/22/20,0
Albania,41.1533,20.1683,3/23/20,2
Albania,41.1533,20.1683,3/24/20,1
Albania,41.1533,20.1683,3/25/20,0
Albania,41.1533,20.1683,3/26/20,1
Albania,41.1533,20.1683,3/27/20,2
Albania,41.1533,20.1683,3/28/20,2
Albania,41.1533,20.1683,3/29/20,0
Albania,41.1533,20.1683,3/30/20,1
Albania,41.1533,20.1683,3/31/20,4
Albania,41.1533,20.1683,4/1/20,0
Albania,41.1533,20.1683,4/2/20,1
Albania,41.1533,20.1683,4/3/20,1
Albania,41.1533,20.1683,4/4/20,3
Albania,41.1533,20.1683,4/5/20,0
Albania,41.1533,20.1683,4/6/20,1
Albania,41.1533,20.1683,4/7/20,1
Albania,41.1533,20.1683,4/8/20,0
Albania,41.1533,20.1683,4/9/20,1
Albania,41.1533,20.1683,4/10/20,0
Albania,41.1533,20.1683,4/11/20,0
Albania,41.1533,20.1683,4/12/20,0
Albania,41.1533,20.1683,4/13/20,0
Albania,41.1533,20.1683,4/14/20,1
Albania,41.1533,20.1683,4/15/20,1
Albania,41.1533,20.1683,4/16/20,1
Albania,41.1533,20.1683,4/17/20,0
Albania,41.1533,20.1683,4/18/20,0
Albania,41.1533,20.1683,4/19/20,0
Albania,41.1533,20.1683,4/20/20,0
Albania,41.1533,20.1683,4/21/20,0
Albania,41.1533,20.1683,4/22/20,1
Albania,41.1533,20.1683,4/23/20,0
Albania,41.1533,20.1683,4/24/20,0
Albania,41.1533,20.1683,4/25/20,0
Albania,41.1533,20.1683,4/26/20,1
Albania,41.1533,20.1683,4/27/20,0
Albania,41.1533,20.1683,4/28/20,2
Albania,41.1533,20.1683,4/29/20,0
Albania,41.1533,20.1683,4/30/20,1
Albania,41.1533,20.1683,5/1/20,0
Albania,41.1533,20.1683,5/2/20,0
Albania,41.1533,20.1683,5/3/20,0
Albania,41.1533,20.1683,5/4/20,0
Albania,41.1533,20.1683,5/5/20,0
Albania,41.1533,20.1683,5/6/20,0
Albania,41.1533,20.1683,5/7/20,0
Albania,41.1533,20.1683,5/8/20,0
Albania,41.1533,20.1683,5/9/20,0
Albania,41.1533,20.1683,5/10/20,0
Albania,41.1533,20.1683,5/11/20,0
Albania,41.1533,20.1683,5/12/20,0
Albania,41.1533,20.1683,5/13/20,0
Albania,41.1533,20.1683,5/14/20,0
Albania,41.1533,20.1683,5/15/20,0
Albania,41.1533,20.1683,5/16/20,0
Albania,41.1533,20.1683,5/17/20,0
Albania,41.1533,20.1683,5/18/20,0
Albania,41.1533,20.1683,5/19/20,0
Albania,41.1533,20.1683,5/20/20,0
Albania,41.1533,20.1683,5/21/20,0
Albania,41.1533,20.1683,5/22/20,0
Albania,41.1533,20.1683,5/23/20,0
Albania,41.1533,20.1683,5/24/20,1
Albania,41.1533,20.1683,5/25/20,0
Albania,41.1533,20.1683,5/26/20,1
Albania,41.1533,20.1683,5/27/20,0
Albania,41.1533,20.1683,5/28/20,0
Albania,41.1533,20.1683,5/29/20,0
Albania,41.1533,20.1683,5/30/20,0
Albania,41.1533,20.1683,5/31/20,0
Albania,41.1533,20.1683,6/1/20,0
Albania,41.1533,20.1683,6/2/20,0
Albania,41.1533,20.1683,6/3/20,0
Albania,41.1533,20.1683,6/4/20,0
Albania,41.1533,20.1683,6/5/20,0
Albania,41.1533,20.1683,6/6/20,1
Albania,41.1533,20.1683,6/7/20,0
Albania,41.1533,20.1683,6/8/20,0
Albania,41.1533,20.1683,6/9/20,0
Albania,41.1533,20.1683,6/10/20,0
Albania,41.1533,20.1683,6/11/20,1
Albania,41.1533,20.1683,6/12/20,1
Albania,41.1533,20.1683,6/13/20,0
Albania,41.1533,20.1683,6/14/20,0
Albania,41.1533,20.1683,6/15/20,0
Albania,41.1533,20.1683,6/16/20,1
Albania,41.1533,20.1683,6/17/20,1
Albania,41.1533,20.1683,6/18/20,1
Albania,41.1533,20.1683,6/19/20,3
Albania,41.1533,20.1683,6/20/20,1
Albania,41.1533,20.1683,6/21/20,1
Albania,41.1533,20.1683,6/22/20,0
Albania,41.1533,20.1683,6/23/20,1
Albania,41.1533,20.1683,6/24/20,2
Albania,41.1533,20.1683,6/25/20,2
Albania,41.1533,20.1683,6/26/20,2
Albania,41.1533,20.1683,6/27/20,2
Albania,41.1533,20.1683,6/28/20,2
Albania,41.1533,20.1683,6/29/20,3
Albania,41.1533,20.1683,6/30/20,4
Albania,41.1533,20.1683,7/1/20,3
Albania,41.1533,20.1683,7/2/20,4
Albania,41.1533,20.1683,7/3/20,3
Albania,41.1533,20.1683,7/4/20,2
Albania,41.1533,20.1683,7/5/20,2
Albania,41.1533,20.1683,7/6/20,3
Albania,41.1533,20.1683,7/7/20,2
Albania,41.1533,20.1683,7/8/20,2
Albania,41.1533,20.1683,7/9/20,0
Albania,41.1533,20.1683,7/10/20,2
Albania,41.1533,20.1683,7/11/20,4
Albania,41.1533,20.1683,7/12/20,4
Albania,41.1533,20.1683,7/13/20,2
Albania,41.1533,20.1683,7/14/20,2
Albania,41.1533,20.1683,7/15/20,4
Albania,41.1533,20.1683,7/16/20,3
Albania,41.1533,20.1683,7/17/20,3
Albania,41.1533,20.1683,7/18/20,4
Albania,41.1533,20.1683,7/19/20,1
Albania,41.1533,20.1683,7/20/20,1
Albania,41.1533,20.1683,7/21/20,4
Albania,41.1533,20.1683,7/22/20,3
Albania,41.1533,20.1683,7/23/20,3
Albania,41.1533,20.1683,7/24/20,5
Albania,41.1533,20.1683,7/25/20,6
Albania,41.1533,20.1683,7/26/20,4
Albania,41.1533,20.1683,7/27/20,6
Albania,41.1533,20.1683,7/28/20,4
Albania,41.1533,20.1683,7/29/20,2
Albania,41.1533,20.1683,7/30/20,4
Albania,41.1533,20.1683,7/31/20,3
Albania,41.1533,20.1683,8/1/20,4
Albania,41.1533,20.1683,8/2/20,5
Albania,41.1533,20.1683,8/3/20,6
Albania,41.1533,20.1683,8/4/20,4
Albania,41.1533,20.1683,8/5/20,6
Albania,41.1533,20.1683,8/6/20,6
Albania,41.1533,20.1683,8/7/20,1
Albania,41.1533,20.1683,8/8/20,4
Albania,41.1533,20.1683,8/9/20,6
Albania,41.1533,20.1683,8/10/20,1
Albania,41.1533,20.1683,8/11/20,5
Albania,41.1533,20.1683,8/12/20,3
Albania,41.1533,20.1683,8/13/20,5
Albania,41.1533,20.1683,8/14/20,6
Albania,41.1533,20.1683,8/15/20,6
Albania,41.1533,20.1683,8/16/20,3
Albania,41.1533,20.1683,8/17/20,2
Albania,41.1533,20.1683,8/18/20,2
Algeria,28.0339,1.6596,1/22/20,0.0
Algeria,28.0339,1.6596,1/23/20,0
Algeria,28.0339,1.6596,1/24/20,0
Algeria,28.0339,1.6596,1/25/20,0
Algeria,28.0339,1.6596,1/26/20,0
Algeria,28.0339,1.6596,1/27/20,0
Algeria,28.0339,1.6596,1/28/20,0
Algeria,28.0339,1.6596,1/29/20,0
Algeria,28.0339,1.6596,1/30/20,0
Algeria,28.0339,1.6596,1/31/20,0
Algeria,28.0339,1.6596,2/1/20,0
Algeria,28.0339,1.6596,2/2/20,0
Algeria,28.0339,1.6596,2/3/20,0
Algeria,28.0339,1.6596,2/4/20,0
Algeria,28.0339,1.6596,2/5/20,0
Algeria,28.0339,1.6596,2/6/20,0
Algeria,28.0339,1.6596,2/7/20,0
Algeria,28.0339,1.6596,2/8/20,0
Algeria,28.0339,1.6596,2/9/20,0
Algeria,28.0339,1.6596,2/10/20,0
Algeria,28.0339,1.6596,2/11/20,0
Algeria,28.0339,1.6596,2/12/20,0
Algeria,28.0339,1.6596,2/13/20,0
Algeria,28.0339,1.6596,2/14/20,0
Algeria,28.0339,1.6596,2/15/20,0
Algeria,28.0339,1.6596,2/16/20,0
Algeria,28.0339,1.6596,2/17/20,0
Algeria,28.0339,1.6596,2/18/20,0
Algeria,28.0339,1.6596,2/19/20,0
Algeria,28.0339,1.6596,2/20/20,0
Algeria,28.0339,1.6596,2/21/20,0
Algeria,28.0339,1.6596,2/22/20,0
Algeria,28.0339,1.6596,2/23/20,0
Algeria,28.0339,1.6596,2/24/20,0
Algeria,28.0339,1.6596,2/25/20,0
Algeria,28.0339,1.6596,2/26/20,0
Algeria,28.0339,1.6596,2/27/20,0
Algeria,28.0339,1.6596,2/28/20,0
Algeria,28.0339,1.6596,2/29/20,0
Algeria,28.0339,1.6596,3/1/20,0
Algeria,28.0339,1.6596,3/2/20,0
Algeria,28.0339,1.6596,3/3/20,0
Algeria,28.0339,1.6596,3/4/20,0
Algeria,28.0339,1.6596,3/5/20,0
Algeria,28.0339,1.6596,3/6/20,0
Algeria,28.0339,1.6596,3/7/20,0
Algeria,28.0339,1.6596,3/8/20,0
Algeria,28.0339,1.6596,3/9/20,0
Algeria,28.0339,1.6596,3/10/20,0
Algeria,28.0339,1.6596,3/11/20,0
Algeria,28.0339,1.6596,3/12/20,1
Algeria,28.0339,1.6596,3/13/20,1
Algeria,28.0339,1.6596,3/14/20,1
Algeria,28.0339,1.6596,3/15/20,1
Algeria,28.0339,1.6596,3/16/20,0
Algeria,28.0339,1.6596,3/17/20,0
Algeria,28.0339,1.6596,3/18/20,3
Algeria,28.0339,1.6596,3/19/20,2
Algeria,28.0339,1.6596,3/20/20,2
Algeria,28.0339,1.6596,3/21/20,4
Algeria,28.0339,1.6596,3/22/20,2
Algeria,28.0339,1.6596,3/23/20,0
Algeria,28.0339,1.6596,3/24/20,2
Algeria,28.0339,1.6596,3/25/20,2
Algeria,28.0339,1.6596,3/26/20,4
Algeria,28.0339,1.6596,3/27/20,1
Algeria,28.0339,1.6596,3/28/20,3
Algeria,28.0339,1.6596,3/29/20,2
Algeria,28.0339,1.6596,3/30/20,4
Algeria,28.0339,1.6596,3/31/20,9
Algeria,28.0339,1.6596,4/1/20,14
Algeria,28.0339,1.6596,4/2/20,28
Algeria,28.0339,1.6596,4/3/20,19
Algeria,28.0339,1.6596,4/4/20,25
Algeria,28.0339,1.6596,4/5/20,22
Algeria,28.0339,1.6596,4/6/20,21
Algeria,28.0339,1.6596,4/7/20,20
Algeria,28.0339,1.6596,4/8/20,12
Algeria,28.0339,1.6596,4/9/20,30
Algeria,28.0339,1.6596,4/10/20,21
Algeria,28.0339,1.6596,4/11/20,19
Algeria,28.0339,1.6596,4/12/20,18
Algeria,28.0339,1.6596,4/13/20,20
Algeria,28.0339,1.6596,4/14/20,13
Algeria,28.0339,1.6596,4/15/20,10
Algeria,28.0339,1.6596,4/16/20,12
Algeria,28.0339,1.6596,4/17/20,16
Algeria,28.0339,1.6596,4/18/20,3
Algeria,28.0339,1.6596,4/19/20,8
Algeria,28.0339,1.6596,4/20/20,9
Algeria,28.0339,1.6596,4/21/20,8
Algeria,28.0339,1.6596,4/22/20,10
Algeria,28.0339,1.6596,4/23/20,5
Algeria,28.0339,1.6596,4/24/20,8
Algeria,28.0339,1.6596,4/25/20,4
Algeria,28.0339,1.6596,4/26/20,6
Algeria,28.0339,1.6596,4/27/20,7
Algeria,28.0339,1.6596,4/28/20,5
Algeria,28.0339,1.6596,4/29/20,7
Algeria,28.0339,1.6596,4/30/20,6
Algeria,28.0339,1.6596,5/1/20,3
Algeria,28.0339,1.6596,5/2/20,6
Algeria,28.0339,1.6596,5/3/20,4
Algeria,28.0339,1.6596,5/4/20,2
Algeria,28.0339,1.6596,5/5/20,5
Algeria,28.0339,1.6596,5/6/20,6
Algeria,28.0339,1.6596,5/7/20,7
Algeria,28.0339,1.6596,5/8/20,5
Algeria,28.0339,1.6596,5/9/20,6
Algeria,28.0339,1.6596,5/10/20,8
Algeria,28.0339,1.6596,5/11/20,5
Algeria,28.0339,1.6596,5/12/20,8
Algeria,28.0339,1.6596,5/13/20,7
Algeria,28.0339,1.6596,5/14/20,7
Algeria,28.0339,1.6596,5/15/20,7
Algeria,28.0339,1.6596,5/16/20,6
Algeria,28.0339,1.6596,5/17/20,6
Algeria,28.0339,1.6596,5/18/20,7
Algeria,28.0339,1.6596,5/19/20,6
Algeria,28.0339,1.6596,5/20/20,7
Algeria,28.0339,1.6596,5/21/20,7
Algeria,28.0339,1.6596,5/22/20,7
Algeria,28.0339,1.6596,5/23/20,10
Algeria,28.0339,1.6596,5/24/20,8
Algeria,28.0339,1.6596,5/25/20,9
Algeria,28.0339,1.6596,5/26/20,8
Algeria,28.0339,1.6596,5/27/20,6
Algeria,28.0339,1.6596,5/28/20,7
Algeria,28.0339,1.6596,5/29/20,8
Algeria,28.0339,1.6596,5/30/20,8
Algeria,28.0339,1.6596,5/31/20,7
Algeria,28.0339,1.6596,6/1/20,8
Algeria,28.0339,1.6596,6/2/20,6
Algeria,28.0339,1.6596,6/3/20,6
Algeria,28.0339,1.6596,6/4/20,8
Algeria,28.0339,1.6596,6/5/20,9
Algeria,28.0339,1.6596,6/6/20,8
Algeria,28.0339,1.6596,6/7/20,9
Algeria,28.0339,1.6596,6/8/20,8
Algeria,28.0339,1.6596,6/9/20,9
Algeria,28.0339,1.6596,6/10/20,8
Algeria,28.0339,1.6596,6/11/20,9
Algeria,28.0339,1.6596,6/12/20,10
Algeria,28.0339,1.6596,6/13/20,9
Algeria,28.0339,1.6596,6/14/20,7
Algeria,28.0339,1.6596,6/15/20,10
Algeria,28.0339,1.6596,6/16/20,11
Algeria,28.0339,1.6596,6/17/20,11
Algeria,28.0339,1.6596,6/18/20,12
Algeria,28.0339,1.6596,6/19/20,14
Algeria,28.0339,1.6596,6/20/20,12
Algeria,28.0339,1.6596,6/21/20,8
Algeria,28.0339,1.6596,6/22/20,7
Algeria,28.0339,1.6596,6/23/20,9
Algeria,28.0339,1.6596,6/24/20,8
Algeria,28.0339,1.6596,6/25/20,9
Algeria,28.0339,1.6596,6/26/20,7
Algeria,28.0339,1.6596,6/27/20,7
Algeria,28.0339,1.6596,6/28/20,5
Algeria,28.0339,1.6596,6/29/20,8
Algeria,28.0339,1.6596,6/30/20,7
Algeria,28.0339,1.6596,7/1/20,8
Algeria,28.0339,1.6596,7/2/20,8
Algeria,28.0339,1.6596,7/3/20,9
Algeria,28.0339,1.6596,7/4/20,9
Algeria,28.0339,1.6596,7/5/20,6
Algeria,28.0339,1.6596,7/6/20,7
Algeria,28.0339,1.6596,7/7/20,9
Algeria,28.0339,1.6596,7/8/20,10
Algeria,28.0339,1.6596,7/9/20,10
Algeria,28.0339,1.6596,7/10/20,8
Algeria,28.0339,1.6596,7/11/20,8
Algeria,28.0339,1.6596,7/12/20,7
Algeria,28.0339,1.6596,7/13/20,7
Algeria,28.0339,1.6596,7/14/20,10
Algeria,28.0339,1.6596,7/15/20,12
Algeria,28.0339,1.6596,7/16/20,12
